#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name              accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#      ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
LTBA01000016.1_RG2477003   -          cas10d               cls000621          7  -39.9  52.9     0.032    0.7   1.5   3.2   3   1   1   4   4   4   0 RG2477003
CAIJFF010000603.1_RG179391 -          csm3gr7              cls000670       0.29   -1.8   0.0      0.83   -3.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm3gr7              cls000670       0.29   -1.8   0.0      0.83   -3.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm3gr7              cls000670       0.29   -1.8   0.0      0.83   -3.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm3gr7              cls000670       0.29   -1.8   0.0      0.83   -3.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003 -          cas10d               cls000672        0.4   -2.4   0.0         1   -3.8   0.0   1.1   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas10d               cls000672       0.42   -2.4   0.0       1.6   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG1990038
RGDI01000003.1_RG1990038 -          cas8b8               cls000685      0.012    2.7   0.1     0.021    1.9   0.1   1.3   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8b8               cls000685       0.13   -0.7   0.1      0.36   -2.2   0.1   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas8b8               cls000685       0.48   -2.6   0.0       2.5   -5.0   0.0   1.1   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          cas10                cls000686        0.2   -1.3   0.0      0.59   -2.9   0.0   1.2   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas10                cls000686       0.98   -3.6   0.1       5.7   -6.1   0.0   1.1   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cas10                cls000686       0.98   -3.6   0.1       5.7   -6.1   0.0   1.1   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cas10                cls000686       0.98   -3.6   0.1       5.7   -6.1   0.0   1.1   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cas10                cls000686       0.98   -3.6   0.1       5.7   -6.1   0.0   1.1   2   0   0   2   2   2   0 RG179391
CAIJFF010000603.1_RG179391 -          cmr1gr7              cls000690       0.83   -3.5   0.0       4.8   -6.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr1gr7              cls000690       0.83   -3.5   0.0       4.8   -6.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr1gr7              cls000690       0.83   -3.5   0.0       4.8   -6.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr1gr7              cls000690       0.83   -3.5   0.0       4.8   -6.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIJFF010000603.1_RG179391 -          cas8a4               cls000706       0.48   -2.6   0.0       5.3   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8a4               cls000706       0.48   -2.6   0.0       5.3   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8a4               cls000706       0.48   -2.6   0.0       5.3   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8a4               cls000706       0.48   -2.6   0.0       5.3   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038 -          cas10                cls000707      0.015    2.3   0.0       0.1   -0.4   0.0   1.7   2   0   0   2   2   2   0 RG1990038
RGDD01000075.1_RG1990334 -          csm3gr7              cls000708       0.57   -2.7   0.0       4.4   -5.6   0.0   1.1   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003 -          csm3gr7              cls000708       0.69   -2.9   0.0       2.8   -5.0   0.0   1.1   1   0   0   1   1   1   0 RG2477003
LTBA01000016.1_RG2477003 -          csx10gr5             cls000715       0.33   -1.5   0.3       2.9   -4.6   0.3   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas8e                cls000721        1.2   -3.4   0.1       5.9   -5.8   0.1   1.1   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas10                cls000742          7  -34.2  55.6      0.39   -2.7   1.1   3.2   1   1   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038   -          csx10gr5             cls000748       0.33   -2.0   0.0       2.5   -4.9   0.0   1.2   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          csx10gr5             cls000748       0.52   -2.6   0.1       4.7   -5.8   0.1   1.2   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csx10gr5             cls000748       0.69   -3.0   0.0       4.1   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx10gr5             cls000748       0.69   -3.0   0.0       4.1   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx10gr5             cls000748       0.69   -3.0   0.0       4.1   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx10gr5             cls000748       0.69   -3.0   0.0       4.1   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csx10gr5             cls000748       0.69   -3.0   8.8       1.2   -3.8   8.8   1.4   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas8a5               cls000809        0.4   -1.7   0.0         1   -3.0   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8a5               cls000809          1   -3.0   0.0         7   -6.4   0.0   1.1   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas8f                cls000849        0.3   -1.5   0.1      0.64   -2.6   0.1   1.2   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas8f                cls000849       0.51   -2.3   0.0       2.4   -4.5   0.0   1.2   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8f                cls000849          7  -15.2  16.4       1.3   -3.7   0.1   2.0   2   1   2   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038   -          cas8a6               cls000881       0.76   -2.5   0.0       3.8   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas8a6               cls000881       0.83   -2.6   0.0       2.7   -4.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8a6               cls000881       0.83   -2.6   0.0       2.7   -4.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8a6               cls000881       0.83   -2.6   0.0       2.7   -4.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8a6               cls000881       0.83   -2.6   0.0       2.7   -4.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334 -          csx1                 cls000955     0.0086    4.1   0.0     0.014    3.3   0.0   1.2   1   0   0   1   1   1   1 RG1990334
RGDI01000003.1_RG1990038 -          csx1                 cls000955       0.46   -1.6   0.0       1.9   -3.7   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8u2               cls001042      0.018    2.8   3.6     0.077    0.7   2.4   2.3   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          csx19                cls001376       0.84   -2.1   0.0         7   -5.8   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csx1                 cls001403       0.29   -0.5   0.0       1.4   -2.7   0.0   1.5   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csx1                 cls001403       0.63   -1.6   0.1       3.1   -3.9   0.1   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csx1                 cls001403          7  -11.8  13.6       2.1   -3.3   0.6   2.0   2   1   1   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas5                 cls001430       0.29   -0.8   0.0      0.87   -2.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cls001430       0.29   -0.8   0.0      0.87   -2.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cls001430       0.29   -0.8   0.0      0.87   -2.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cls001430       0.29   -0.8   0.0      0.87   -2.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          cas5                 cls001430       0.41   -1.3   0.0         2   -3.6   0.0   1.3   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cas5                 cls001430       0.41   -1.3   0.0       3.2   -4.3   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          cas5                 cls001430          7  -30.5  38.3      0.67   -2.1   0.6   4.1   3   1   0   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334 -          csm2gr11             cls001490       0.63   -1.2   0.0       3.8   -3.7   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csm2gr11             cls001490          7  -52.6  78.0      0.98   -1.8   2.1   5.9   1   1   5   6   6   6   0 RG2477003
CAIJFF010000603.1_RG179391 -          casR                 cls001593       0.54   -1.8   0.0       2.8   -4.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          casR                 cls001593       0.54   -1.8   0.0       2.8   -4.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          casR                 cls001593       0.54   -1.8   0.0       2.8   -4.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          casR                 cls001593       0.54   -1.8   0.0       2.8   -4.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          casR                 cls001593       0.64   -2.0   0.0       4.8   -4.9   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003   -          casR                 cls001593          7  -31.6  45.9      0.11    0.5   0.1   4.8   3   2   1   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334 -          csm3gr7              cls001827       0.91   -1.7   0.0         7   -5.4   0.0   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          csa5gr11             cls002148       0.13    1.3   0.0      0.92   -1.5   0.0   1.9   2   0   0   2   2   2   0 RG1990038
CAIJFF010000603.1_RG179391 -          csa5gr11             cls002148       0.37   -0.2   0.0       1.2   -1.8   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csa5gr11             cls002148       0.37   -0.2   0.0       1.2   -1.8   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csa5gr11             cls002148       0.37   -0.2   0.0       1.2   -1.8   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csa5gr11             cls002148       0.37   -0.2   0.0       1.2   -1.8   0.0   1.4   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csa5gr11             cls002148       0.56   -0.8   0.0         7   -4.4   0.0   1.5   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cmr5gr11             mkCas0060       0.12    1.7   0.0       0.7   -0.8   0.0   1.9   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cmr5gr11             mkCas0060          7  -48.6  69.3       1.1   -1.5   0.5   6.7   4   1   2   6   6   6   0 RG2477003
RGDD01000075.1_RG1990334 -          PD-DExK              mkCas0061       0.15    0.4   0.0      0.47   -1.3   0.0   1.5   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          PD-DExK              mkCas0061        3.8   -4.2  12.1     0.091    1.1   0.6   3.3   2   1   0   2   2   2   0 RG2477003
LTBA01000016.1_RG2477003 -          cas6                 mkCas0062       0.48   -1.2   2.7       2.2   -3.3   0.4   2.2   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          cas6                 mkCas0062       0.55   -1.4   0.0       4.7   -4.4   0.0   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csm2gr11             mkCas0063      0.012    4.3   0.4     0.076    1.7   0.7   1.8   1   1   1   2   2   2   0 RG1990038
RGDD01000075.1_RG1990334 -          csm2gr11             mkCas0063       0.47   -0.8   0.2       3.1   -3.5   0.2   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csm2gr11             mkCas0063          7  -12.4  22.7      0.23    0.2   2.8   4.1   2   1   1   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038   -          csx22                mkCas0064      0.082    1.1   0.1      0.18   -0.1   0.1   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003   -          csx22                mkCas0064        0.2   -0.2   0.1       1.3   -2.8   0.1   1.6   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          csx22                mkCas0064       0.67   -1.9   0.2       3.5   -4.2   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx22                mkCas0064       0.67   -1.9   0.2       3.5   -4.2   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx22                mkCas0064       0.67   -1.9   0.2       3.5   -4.2   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx22                mkCas0064       0.67   -1.9   0.2       3.5   -4.2   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIJFF010000603.1_RG179391 -          cmr5gr11             mkCas0065       0.92   -2.0   0.0       6.3   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr5gr11             mkCas0065       0.92   -2.0   0.0       6.3   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr5gr11             mkCas0065       0.92   -2.0   0.0       6.3   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr5gr11             mkCas0065       0.92   -2.0   0.0       6.3   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cmr5gr11             mkCas0065          7   -5.9   9.8       2.6   -3.4   0.0   2.9   2   1   1   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          cas6                 mkCas0066       0.82   -2.4   0.0         6   -5.2   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cmr3gr5              mkCas0067        1.2   -2.8   0.0       4.6   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr3gr5              mkCas0067        1.2   -2.8   0.0       4.6   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr3gr5              mkCas0067        1.2   -2.8   0.0       4.6   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr3gr5              mkCas0067        1.2   -2.8   0.0       4.6   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cmr3gr5              mkCas0067          7  -18.0  21.9       1.5   -3.2   0.2   2.8   3   2   0   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          csf1gr8              mkCas0068       0.21   -0.3   0.6      0.98   -2.5   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          csf1gr8              mkCas0068       0.21   -0.3   0.6      0.98   -2.5   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          csf1gr8              mkCas0068       0.21   -0.3   0.6      0.98   -2.5   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          csf1gr8              mkCas0068       0.21   -0.3   0.6      0.98   -2.5   0.0   1.6   2   0   0   2   2   2   0 RG179391
RGDI01000003.1_RG1990038   -          csf1gr8              mkCas0068       0.41   -1.3   0.0       1.9   -3.5   0.0   1.3   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas5                 mkCas0069       0.21   -0.0   0.2      0.51   -1.3   0.2   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas5                 mkCas0069          7   -6.6  10.4         7   -6.7   7.2   2.5   1   1   0   1   1   1   0 RG2477003
LTBA01000016.1_RG2477003 -          csa5gr11             mkCas0071          7  -25.9  35.2       1.1   -1.6   0.1   4.1   2   1   3   5   5   5   0 RG2477003
LTBA01000016.1_RG2477003   -          csf4gr11             mkCas0072       0.49   -0.8   0.0       1.5   -2.4   0.0   1.3   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          csf4gr11             mkCas0072       0.65   -1.2   0.0       6.9   -4.5   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csf4gr11             mkCas0072       0.65   -1.2   0.0       6.9   -4.5   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csf4gr11             mkCas0072       0.65   -1.2   0.0       6.9   -4.5   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csf4gr11             mkCas0072       0.65   -1.2   0.0       6.9   -4.5   0.0   1.3   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          csf4gr11             mkCas0072        1.3   -2.2   0.1         7   -5.4   0.1   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003   -          unknown              mkCas0073       0.34   -1.4   0.0       2.4   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          unknown              mkCas0073       0.74   -2.5   0.2       3.9   -4.9   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          unknown              mkCas0073       0.74   -2.5   0.2       3.9   -4.9   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          unknown              mkCas0073       0.74   -2.5   0.2       3.9   -4.9   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          unknown              mkCas0073       0.74   -2.5   0.2       3.9   -4.9   0.2   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003 -          cas8b1               mkCas0074       0.81   -3.7   5.1       1.9   -5.0   4.7   1.7   1   1   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038   -          WYL                  mkCas0075       0.44   -1.8   0.1       1.5   -3.6   0.1   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          WYL                  mkCas0075       0.86   -2.8   0.0       3.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          WYL                  mkCas0075       0.86   -2.8   0.0       3.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          WYL                  mkCas0075       0.86   -2.8   0.0       3.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          WYL                  mkCas0075       0.86   -2.8   0.0       3.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          WYL                  mkCas0075       0.94   -2.9   1.1       1.6   -3.7   0.1   1.2   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003   -          WYL                  mkCas0075          7  -14.0  21.1         7   -5.8  10.8   1.9   1   1   1   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038 -          csx21                mkCas0076        0.7   -1.9   0.1       5.6   -4.8   0.1   1.3   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csx21                mkCas0076          7  -14.8  19.0      0.27   -0.5   0.3   2.7   2   1   1   3   3   3   0 RG2477003
RGDD01000075.1_RG1990334   -          csm2gr11             mkCas0077      0.032    3.3   0.2      0.18    0.9   0.1   2.1   2   0   0   2   2   2   0 RG1990334
RGDI01000003.1_RG1990038   -          csm2gr11             mkCas0077       0.52   -0.6   0.1       3.6   -3.4   0.1   1.4   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csm2gr11             mkCas0077        2.3   -2.7   0.0         7   -6.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm2gr11             mkCas0077        2.3   -2.7   0.0         7   -6.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm2gr11             mkCas0077        2.3   -2.7   0.0         7   -6.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm2gr11             mkCas0077        2.3   -2.7   0.0         7   -6.3   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csm2gr11             mkCas0077          7  -31.9  40.3      0.52   -0.6   0.8   4.5   4   2   0   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334   -          csm2gr11             mkCas0079       0.56   -1.0   0.0         7   -5.0   0.0   1.4   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          csm2gr11             mkCas0079        0.6   -1.1   0.9       5.5   -4.3   0.1   1.6   2   0   0   2   2   2   0 RG1990038
CAIJFF010000603.1_RG179391 -          csm2gr11             mkCas0079       0.95   -1.8   0.0       3.3   -3.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm2gr11             mkCas0079       0.95   -1.8   0.0       3.3   -3.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm2gr11             mkCas0079       0.95   -1.8   0.0       3.3   -3.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm2gr11             mkCas0079       0.95   -1.8   0.0       3.3   -3.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csm2gr11             mkCas0079          7  -31.4  58.0      0.21    0.3   0.2   5.7   4   2   1   5   5   5   0 RG2477003
RGDI01000003.1_RG1990038 -          csa5gr11             mkCas0080       0.45   -0.3   0.1       4.2   -3.4   0.1   1.6   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csa5gr11             mkCas0080       0.54   -0.5   0.0       3.8   -3.3   0.0   1.5   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csa5gr11             mkCas0080          7  -18.8  28.2      0.24    0.6   0.1   4.8   5   2   1   6   6   6   0 RG2477003
LTBA01000016.1_RG2477003 -          cas2                 mkCas0081       0.35    0.1   0.1         7   -4.5   0.1   1.7   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas10                mkCas0083       0.29   -2.0   2.9      0.48   -2.7   2.9   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas10                mkCas0083          7  -66.9 111.0       1.6   -4.4   0.9   4.4   2   1   3   5   5   5   0 RG2477003
RGDI01000003.1_RG1990038 -          csx1                 mkCas0085       0.02    2.5   0.5      0.04    1.4   0.5   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csx1                 mkCas0085          7  -80.9 133.7      0.96   -3.1   2.9   5.9   3   1   3   6   6   6   0 RG2477003
RGDI01000003.1_RG1990038 -          cmr1gr7              mkCas0086       0.83   -2.1   0.2         4   -4.3   0.2   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cmr1gr7              mkCas0086          7  -69.9  95.8      0.28   -0.5   0.5   6.1   3   1   0   5   5   5   0 RG2477003
LTBA01000016.1_RG2477003 -          cas7                 mkCas0088       0.11    0.3   0.7      0.43   -1.6   0.0   1.8   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          cas7                 mkCas0088       0.84   -2.5   0.0         4   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas7                 mkCas0088        1.1   -2.9   0.0       6.9   -5.5   0.0   1.1   1   0   0   1   1   1   0 RG1990038
RGDI01000003.1_RG1990038   -          csm4gr5              mkCas0089        0.5   -1.7   0.0       1.9   -3.6   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csm4gr5              mkCas0089       0.81   -2.4   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm4gr5              mkCas0089       0.81   -2.4   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm4gr5              mkCas0089       0.81   -2.4   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm4gr5              mkCas0089       0.81   -2.4   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csm4gr5              mkCas0089          7   -6.6   6.6         7   -7.5   5.6   1.5   1   1   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          PD-DExK              mkCas0090       0.24   -0.0   0.0      0.86   -1.8   0.0   1.5   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          PD-DExK              mkCas0090          7   -8.9  12.6      0.89   -1.9   0.6   2.9   3   1   0   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas6                 mkCas0091       0.44   -1.5   0.2       2.1   -3.8   0.1   1.3   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cas6                 mkCas0091       0.44   -1.5   0.2       2.1   -3.8   0.1   1.3   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cas6                 mkCas0091       0.44   -1.5   0.2       2.1   -3.8   0.1   1.3   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cas6                 mkCas0091       0.44   -1.5   0.2       2.1   -3.8   0.1   1.3   2   0   0   2   2   2   0 RG179391
RGDI01000003.1_RG1990038 -          csc1gr5              mkCas0092       0.43   -1.2   0.0       1.5   -3.0   0.0   1.3   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csc1gr5              mkCas0092       0.59   -1.7   0.0       3.9   -4.4   0.0   1.3   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334   -          cas11d               mkCas0094       0.41   -1.1   0.0       1.3   -2.7   0.0   1.3   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas11d               mkCas0094        1.1   -2.5   0.1         7   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas11d               mkCas0094        1.1   -2.5   0.1         7   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
